date,asset,weight,strategy
2016-10-31,IEF,0.25,GMV
2016-11-30,IEF,0.25,GMV
2016-12-30,IEF,0.25,GMV
2017-01-31,IEF,0.24902303527373248,GMV
2017-02-28,IEF,0.2473849606145688,GMV
2017-03-31,IEF,0.2480604125829848,GMV
2017-04-28,IEF,0.2489160833354873,GMV
2017-05-31,IEF,0.25,GMV
2017-06-30,IEF,0.2495735709868794,GMV
2017-07-31,IEF,0.24798745607197104,GMV
2017-08-31,IEF,0.24939953231517809,GMV
2017-09-29,IEF,0.2459334148600447,GMV
2017-10-31,IEF,0.24366764984985595,GMV
2017-11-30,IEF,0.24148212272693956,GMV
2017-12-29,IEF,0.23957614923825174,GMV
2018-01-31,IEF,0.23353792812851207,GMV
2018-02-28,IEF,0.25,GMV
2018-03-29,IEF,0.25,GMV
2018-04-30,IEF,0.24848919990666937,GMV
2018-05-31,IEF,0.24827686387279796,GMV
2018-06-29,IEF,0.24852400832200094,GMV
2018-07-31,IEF,0.2454973975647213,GMV
2018-08-31,IEF,0.24525146953072086,GMV
2018-09-28,IEF,0.24999999999999997,GMV
2018-10-31,IEF,0.25000000000000006,GMV
2018-11-30,IEF,0.25,GMV
2018-12-31,IEF,0.25,GMV
2019-01-31,IEF,0.25,GMV
2019-02-28,IEF,0.25,GMV
2019-03-29,IEF,0.25,GMV
2019-04-30,IEF,0.25,GMV
2019-05-31,IEF,0.25000000000000006,GMV
2019-06-28,IEF,0.25,GMV
2019-07-31,IEF,0.25,GMV
2019-08-30,IEF,0.25,GMV
2019-09-30,IEF,0.25,GMV
2019-10-31,IEF,0.25,GMV
2019-11-29,IEF,0.25,GMV
2019-12-31,IEF,0.25,GMV
2020-01-31,IEF,0.25,GMV
2020-02-28,IEF,0.25000000000000006,GMV
2020-03-31,IEF,0.25,GMV
2020-04-30,IEF,0.25,GMV
2020-05-29,IEF,0.25,GMV
2020-06-30,IEF,0.25,GMV
2020-07-31,IEF,0.25,GMV
2020-08-31,IEF,0.25,GMV
2020-09-30,IEF,0.25,GMV
2020-10-30,IEF,0.25000000000000006,GMV
2020-11-30,IEF,0.24999999999999997,GMV
2020-12-31,IEF,0.25,GMV
2021-01-29,IEF,0.25,GMV
2021-02-26,IEF,0.25,GMV
2021-03-31,IEF,0.25,GMV
2021-04-30,IEF,0.25,GMV
2021-05-28,IEF,0.25,GMV
2021-06-30,IEF,0.25,GMV
2021-07-30,IEF,0.25,GMV
2021-08-31,IEF,0.25,GMV
2021-09-30,IEF,0.25,GMV
2021-10-29,IEF,0.25,GMV
2021-11-30,IEF,0.25,GMV
2021-12-31,IEF,0.25,GMV
2022-01-31,IEF,0.25,GMV
2022-02-28,IEF,0.25,GMV
2022-03-31,IEF,0.25000000000000006,GMV
2022-04-29,IEF,0.25,GMV
2022-05-31,IEF,0.25,GMV
2022-06-30,IEF,0.25,GMV
2022-07-29,IEF,0.25,GMV
2022-08-31,IEF,0.25000000000000006,GMV
2022-09-30,IEF,0.25,GMV
2022-10-31,IEF,0.24999999999999997,GMV
2022-11-30,IEF,0.25000000000000006,GMV
2022-12-30,IEF,0.25,GMV
2023-01-31,IEF,0.25,GMV
2023-02-28,IEF,0.25,GMV
2023-03-31,IEF,0.25,GMV
2023-04-28,IEF,0.25,GMV
2023-05-31,IEF,0.25,GMV
2023-06-30,IEF,0.24999962692112623,GMV
2023-07-31,IEF,0.25,GMV
2023-08-31,IEF,0.25,GMV
2023-09-29,IEF,0.25,GMV
2023-10-31,IEF,0.25,GMV
2023-11-30,IEF,0.25,GMV
2023-12-29,IEF,0.25,GMV
2024-01-31,IEF,0.25,GMV
2024-02-29,IEF,0.25,GMV
2024-03-28,IEF,0.25,GMV
2024-04-30,IEF,0.25,GMV
2024-05-31,IEF,0.25,GMV
2024-06-28,IEF,0.25,GMV
2024-07-31,IEF,0.25000000000000006,GMV
2024-08-30,IEF,0.25,GMV
2024-09-30,IEF,0.25,GMV
2024-10-31,IEF,0.25,GMV
2024-11-29,IEF,0.25,GMV
2024-12-31,IEF,0.25,GMV
2025-01-31,IEF,0.25,GMV
2025-02-28,IEF,0.25,GMV
2025-03-31,IEF,0.25,GMV
2025-04-30,IEF,0.25,GMV
2025-05-30,IEF,0.25,GMV
2025-06-30,IEF,0.25,GMV
2025-07-31,IEF,0.25,GMV
2025-08-29,IEF,0.24999999999999994,GMV
2025-09-30,IEF,0.25,GMV
2025-10-31,IEF,0.25,GMV
2025-11-28,IEF,0.25,GMV
2013-01-31,LQD,0.18981434839606426,GMV
2013-02-28,LQD,0.19191425663158265,GMV
2013-03-28,LQD,0.19065369154492912,GMV
2013-04-30,LQD,0.19298077108510656,GMV
2013-05-31,LQD,0.19298725056971253,GMV
2013-06-28,LQD,0.2001129020023607,GMV
2013-07-31,LQD,0.19958843716537497,GMV
2013-08-30,LQD,0.1996225320159751,GMV
2013-09-30,LQD,0.20007307931805954,GMV
2013-10-31,LQD,0.24999999999999997,GMV
2013-11-29,LQD,0.25,GMV
2013-12-31,LQD,0.25,GMV
2014-01-31,LQD,0.25,GMV
2014-02-28,LQD,0.25,GMV
2014-03-31,LQD,0.25,GMV
2014-04-30,LQD,0.25,GMV
2014-05-30,LQD,0.25,GMV
2014-06-30,LQD,0.25,GMV
2014-07-31,LQD,0.25,GMV
2014-08-29,LQD,0.25,GMV
2014-09-30,LQD,0.24999999999999997,GMV
2014-10-31,LQD,0.25,GMV
2014-11-28,LQD,0.25,GMV
2014-12-31,LQD,0.24999999999999994,GMV
2015-01-30,LQD,0.25000000000000006,GMV
2015-02-27,LQD,0.25,GMV
2015-03-31,LQD,0.25,GMV
2015-04-30,LQD,0.2479732539122903,GMV
2015-05-29,LQD,0.25,GMV
2015-06-30,LQD,0.25,GMV
2015-07-31,LQD,0.25,GMV
2015-08-31,LQD,0.25,GMV
2015-09-30,LQD,0.25,GMV
2015-10-30,LQD,0.25,GMV
2015-11-30,LQD,0.25,GMV
2015-12-31,LQD,0.25,GMV
2016-01-29,LQD,0.25,GMV
2016-02-29,LQD,0.25,GMV
2016-03-31,LQD,0.25,GMV
2016-04-29,LQD,0.25,GMV
2016-05-31,LQD,0.24989084800188732,GMV
2016-06-30,LQD,0.25000000000000006,GMV
2016-07-29,LQD,0.25,GMV
2016-08-31,LQD,0.25,GMV
2016-09-30,LQD,0.24855106385582193,GMV
2016-10-31,LQD,0.25,GMV
2016-11-30,LQD,0.25,GMV
2016-12-30,LQD,0.25,GMV
2017-01-31,LQD,0.24881539477018488,GMV
2017-02-28,LQD,0.24864473291859082,GMV
2017-03-31,LQD,0.24838767405042958,GMV
2017-04-28,LQD,0.24944182985305566,GMV
2017-05-31,LQD,0.25,GMV
2017-06-30,LQD,0.25,GMV
2017-07-31,LQD,0.2493779243261267,GMV
2017-08-31,LQD,0.24886878758778644,GMV
2017-09-29,LQD,0.24887642932448706,GMV
2017-10-31,LQD,0.24752642912044576,GMV
2017-11-30,LQD,0.2456898814792048,GMV
2017-12-29,LQD,0.24627059673085389,GMV
2018-01-31,LQD,0.24233180744165464,GMV
2018-02-28,LQD,0.24813660773049462,GMV
2018-03-29,LQD,0.25,GMV
2018-04-30,LQD,0.24761489323910854,GMV
2018-05-31,LQD,0.24626470713048973,GMV
2018-06-29,LQD,0.24482529716833287,GMV
2018-07-31,LQD,0.246394189462285,GMV
2018-08-31,LQD,0.24372502664528142,GMV
2018-09-28,LQD,0.24757761050006916,GMV
2018-10-31,LQD,0.25000000000000006,GMV
2018-11-30,LQD,0.25,GMV
2018-12-31,LQD,0.25,GMV
2019-01-31,LQD,0.25,GMV
2019-02-28,LQD,0.25,GMV
2019-03-29,LQD,0.25,GMV
2019-04-30,LQD,0.25,GMV
2019-05-31,LQD,0.25000000000000006,GMV
2019-06-28,LQD,0.25,GMV
2019-07-31,LQD,0.25,GMV
2019-08-30,LQD,0.25,GMV
2019-09-30,LQD,0.25,GMV
2019-10-31,LQD,0.25,GMV
2019-11-29,LQD,0.25,GMV
2019-12-31,LQD,0.25,GMV
2020-01-31,LQD,0.25,GMV
2020-02-28,LQD,0.25000000000000006,GMV
2020-03-31,LQD,0.24332551229630697,GMV
2020-04-30,LQD,0.24244676450256952,GMV
2020-05-29,LQD,0.2414586742751254,GMV
2020-06-30,LQD,0.2419410108066287,GMV
2020-07-31,LQD,0.23549675015156046,GMV
2020-08-31,LQD,0.22969538895329839,GMV
2020-09-30,LQD,0.23181665410086777,GMV
2020-10-30,LQD,0.23367363223807025,GMV
2020-11-30,LQD,0.234056255307059,GMV
2020-12-31,LQD,0.23002361171900645,GMV
2021-01-29,LQD,0.22795841112436271,GMV
2021-02-26,LQD,0.2240584426459605,GMV
2021-03-31,LQD,0.22184998446735119,GMV
2021-04-30,LQD,0.21805647382119595,GMV
2021-05-28,LQD,0.21602604761485383,GMV
2021-06-30,LQD,0.21996654120155432,GMV
2021-07-30,LQD,0.2186070954279734,GMV
2021-08-31,LQD,0.2178591314182563,GMV
2021-09-30,LQD,0.2174218078207856,GMV
2021-10-29,LQD,0.21375783069288753,GMV
2021-11-30,LQD,0.2150242477445569,GMV
2021-12-31,LQD,0.21201282115924291,GMV
2022-01-31,LQD,0.20823928381268572,GMV
2022-02-28,LQD,0.2031265711949531,GMV
2022-03-31,LQD,0.1980742614421665,GMV
2022-04-29,LQD,0.2018866821152022,GMV
2022-05-31,LQD,0.20451592866963958,GMV
2022-06-30,LQD,0.20476567490108025,GMV
2022-07-29,LQD,0.20728882383559924,GMV
2022-08-31,LQD,0.20549003061024768,GMV
2022-09-30,LQD,0.20621776588823254,GMV
2022-10-31,LQD,0.20349378619689637,GMV
2022-11-30,LQD,0.2068714751724224,GMV
2022-12-30,LQD,0.20729968790268022,GMV
2023-01-31,LQD,0.20921857312312664,GMV
2023-02-28,LQD,0.21088728417694386,GMV
2023-03-31,LQD,0.21138656416028587,GMV
2023-04-28,LQD,0.21169465736171772,GMV
2023-05-31,LQD,0.2133179562345482,GMV
2023-06-30,LQD,0.21402122751060926,GMV
2023-07-31,LQD,0.2113368744241919,GMV
2023-08-31,LQD,0.21107332155266204,GMV
2023-09-29,LQD,0.20962784808036505,GMV
2023-10-31,LQD,0.20643095606326906,GMV
2023-11-30,LQD,0.21302745196934073,GMV
2023-12-29,LQD,0.2174940252204799,GMV
2024-01-31,LQD,0.21648602986137816,GMV
2024-02-29,LQD,0.21381995820432367,GMV
2024-03-28,LQD,0.21152857562226524,GMV
2024-04-30,LQD,0.2080441353739066,GMV
2024-05-31,LQD,0.2085181462014481,GMV
2024-06-28,LQD,0.20798378167555204,GMV
2024-07-31,LQD,0.20922568649153767,GMV
2024-08-30,LQD,0.21060442515658506,GMV
2024-09-30,LQD,0.2101494230880625,GMV
2024-10-31,LQD,0.2057152965366464,GMV
2024-11-29,LQD,0.20803511069962985,GMV
2024-12-31,LQD,0.20604316534037992,GMV
2025-01-31,LQD,0.20294989856304127,GMV
2025-02-28,LQD,0.21358892105624627,GMV
2025-03-31,LQD,0.2301982141281439,GMV
2025-04-30,LQD,0.23113336205717347,GMV
2025-05-30,LQD,0.23169655190365374,GMV
2025-06-30,LQD,0.23199228768315278,GMV
2025-07-31,LQD,0.2316408934898411,GMV
2025-08-29,LQD,0.23059025594242558,GMV
2025-09-30,LQD,0.2302933990698743,GMV
2025-10-31,LQD,0.22851441927347518,GMV
2025-11-28,LQD,0.22849839274915743,GMV
2013-01-31,SPY,0.11598531095286375,GMV
2013-02-28,SPY,0.11757953449102754,GMV
2013-03-28,SPY,0.12077597421778534,GMV
2013-04-30,SPY,0.12182108731238775,GMV
2013-05-31,SPY,0.12694036507066989,GMV
2013-06-28,SPY,0.11376265552025146,GMV
2013-07-31,SPY,0.11654633964058968,GMV
2013-08-30,SPY,0.11350677413806083,GMV
2013-09-30,SPY,0.11654069221004688,GMV
2013-10-31,SPY,0.1367536278138322,GMV
2013-11-29,SPY,0.14087677362176593,GMV
2013-12-31,SPY,0.1446352622042008,GMV
2014-01-31,SPY,0.14780203272673195,GMV
2014-02-28,SPY,0.15033377379983806,GMV
2014-03-31,SPY,0.15189921091195777,GMV
2014-04-30,SPY,0.15171193514281034,GMV
2014-05-30,SPY,0.1711638091751126,GMV
2014-06-30,SPY,0.1727990612181035,GMV
2014-07-31,SPY,0.17264207358480316,GMV
2014-08-29,SPY,0.17575206107478378,GMV
2014-09-30,SPY,0.17743808786301934,GMV
2014-10-31,SPY,0.1796586669670095,GMV
2014-11-28,SPY,0.18340330808981234,GMV
2014-12-31,SPY,0.18470381003630462,GMV
2015-01-30,SPY,0.17795923081704496,GMV
2015-02-27,SPY,0.18610316597322546,GMV
2015-03-31,SPY,0.18493452826516452,GMV
2015-04-30,SPY,0.18628071857103684,GMV
2015-05-29,SPY,0.18956613097715136,GMV
2015-06-30,SPY,0.18884206932613182,GMV
2015-07-31,SPY,0.197181085569859,GMV
2015-08-31,SPY,0.189947511077028,GMV
2015-09-30,SPY,0.18671729587055536,GMV
2015-10-30,SPY,0.19476893528303754,GMV
2015-11-30,SPY,0.19671572549955968,GMV
2015-12-31,SPY,0.196265539828552,GMV
2016-01-29,SPY,0.1879902031942199,GMV
2016-02-29,SPY,0.1861644930143946,GMV
2016-03-31,SPY,0.1891278022589486,GMV
2016-04-29,SPY,0.1864911753100563,GMV
2016-05-31,SPY,0.18820557856902892,GMV
2016-06-30,SPY,0.18466456728715183,GMV
2016-07-29,SPY,0.1889400771712989,GMV
2016-08-31,SPY,0.1892083127691144,GMV
2016-09-30,SPY,0.18859391027980635,GMV
2016-10-31,SPY,0.1874068167950862,GMV
2016-11-30,SPY,0.19380937979659735,GMV
2016-12-30,SPY,0.19441642746666454,GMV
2017-01-31,SPY,0.19662750580743904,GMV
2017-02-28,SPY,0.20155070898330676,GMV
2017-03-31,SPY,0.20219063876093904,GMV
2017-04-28,SPY,0.2026550094918896,GMV
2017-05-31,SPY,0.20345135527276348,GMV
2017-06-30,SPY,0.20517936097168707,GMV
2017-07-31,SPY,0.20728888816956495,GMV
2017-08-31,SPY,0.20607377482579872,GMV
2017-09-29,SPY,0.21033648963080312,GMV
2017-10-31,SPY,0.21371324047983495,GMV
2017-11-30,SPY,0.2188814450589031,GMV
2017-12-29,SPY,0.2193820928701885,GMV
2018-01-31,SPY,0.23086954931258602,GMV
2018-02-28,SPY,0.20490909974782154,GMV
2018-03-29,SPY,0.1994663030172968,GMV
2018-04-30,SPY,0.20137600752778373,GMV
2018-05-31,SPY,0.2040826102921046,GMV
2018-06-29,SPY,0.20505565005195067,GMV
2018-07-31,SPY,0.21117700396068528,GMV
2018-08-31,SPY,0.21551423578281959,GMV
2018-09-28,SPY,0.2047900871538622,GMV
2018-10-31,SPY,0.19692112833789505,GMV
2018-11-30,SPY,0.19911415557851245,GMV
2018-12-31,SPY,0.18484373663197837,GMV
2019-01-31,SPY,0.1875486386520967,GMV
2019-02-28,SPY,0.18816921359345845,GMV
2019-03-29,SPY,0.1877367065796663,GMV
2019-04-30,SPY,0.18940961526359618,GMV
2019-05-31,SPY,0.1791804643861374,GMV
2019-06-28,SPY,0.18262657421977022,GMV
2019-07-31,SPY,0.18375698002616234,GMV
2019-08-30,SPY,0.17801024520517839,GMV
2019-09-30,SPY,0.1810365175907413,GMV
2019-10-31,SPY,0.18162546208386438,GMV
2019-11-29,SPY,0.18382965832586898,GMV
2019-12-31,SPY,0.18262073656490543,GMV
2020-01-31,SPY,0.18035983645619225,GMV
2020-02-28,SPY,0.16923241135803252,GMV
2020-03-31,SPY,0.11725576172668582,GMV
2020-04-30,SPY,0.1230075579445727,GMV
2020-05-29,SPY,0.12327339733839585,GMV
2020-06-30,SPY,0.12159097096306488,GMV
2020-07-31,SPY,0.10282608524644923,GMV
2020-08-31,SPY,0.10894723547308151,GMV
2020-09-30,SPY,0.1067096265225522,GMV
2020-10-30,SPY,0.10550358799481228,GMV
2020-11-30,SPY,0.11056972249101615,GMV
2020-12-31,SPY,0.11112391042725274,GMV
2021-01-29,SPY,0.11110240202141418,GMV
2021-02-26,SPY,0.11309122432550438,GMV
2021-03-31,SPY,0.11694705544647603,GMV
2021-04-30,SPY,0.11771666702223785,GMV
2021-05-28,SPY,0.11540573459457941,GMV
2021-06-30,SPY,0.09574482379889492,GMV
2021-07-30,SPY,0.09619918318647622,GMV
2021-08-31,SPY,0.09892252828655582,GMV
2021-09-30,SPY,0.09559359148862447,GMV
2021-10-29,SPY,0.0987321452485687,GMV
2021-11-30,SPY,0.09907938211534552,GMV
2021-12-31,SPY,0.10119619651876437,GMV
2022-01-31,SPY,0.09747422439509044,GMV
2022-02-28,SPY,0.09404526219093944,GMV
2022-03-31,SPY,0.09587000484476488,GMV
2022-04-29,SPY,0.08978763674097237,GMV
2022-05-31,SPY,0.08920853698701432,GMV
2022-06-30,SPY,0.08554110820448937,GMV
2022-07-29,SPY,0.09057594073595156,GMV
2022-08-31,SPY,0.09014715331579186,GMV
2022-09-30,SPY,0.08738560094672251,GMV
2022-10-31,SPY,0.09241511798127834,GMV
2022-11-30,SPY,0.08994582028364703,GMV
2022-12-30,SPY,0.08631968053118372,GMV
2023-01-31,SPY,0.08648932828464248,GMV
2023-02-28,SPY,0.07012130218557901,GMV
2023-03-31,SPY,0.07010078220608701,GMV
2023-04-28,SPY,0.07091248782882771,GMV
2023-05-31,SPY,0.07484670861184059,GMV
2023-06-30,SPY,0.07806682414882533,GMV
2023-07-31,SPY,0.07805350632855797,GMV
2023-08-31,SPY,0.07770810616965927,GMV
2023-09-29,SPY,0.07624938487596443,GMV
2023-10-31,SPY,0.07490591208330558,GMV
2023-11-30,SPY,0.07791613577134886,GMV
2023-12-29,SPY,0.07942600998010829,GMV
2024-01-31,SPY,0.08073055188142263,GMV
2024-02-29,SPY,0.08498808132403171,GMV
2024-03-28,SPY,0.08434212624334328,GMV
2024-04-30,SPY,0.08170046813150428,GMV
2024-05-31,SPY,0.08403295286620768,GMV
2024-06-28,SPY,0.08627487409339732,GMV
2024-07-31,SPY,0.08560098497672174,GMV
2024-08-30,SPY,0.0863795632458858,GMV
2024-09-30,SPY,0.08572414167970602,GMV
2024-10-31,SPY,0.08446620183081992,GMV
2024-11-29,SPY,0.08889856511164072,GMV
2024-12-31,SPY,0.08797634003342306,GMV
2025-01-31,SPY,0.08741776491077169,GMV
2025-02-28,SPY,0.07031453867902407,GMV
2025-03-31,SPY,0.07718041125089888,GMV
2025-04-30,SPY,0.0771681814266187,GMV
2025-05-30,SPY,0.07966116239868314,GMV
2025-06-30,SPY,0.08085221387746457,GMV
2025-07-31,SPY,0.08162615616049419,GMV
2025-08-29,SPY,0.08208633929061838,GMV
2025-09-30,SPY,0.08123558547371952,GMV
2025-10-31,SPY,0.081904413990826,GMV
2025-11-28,SPY,0.08083996957153834,GMV
2013-01-31,TIP,0.25,GMV
2013-02-28,TIP,0.25,GMV
2013-03-28,TIP,0.25,GMV
2013-04-30,TIP,0.24999999999999997,GMV
2013-05-31,TIP,0.25,GMV
2013-06-28,TIP,0.25,GMV
2013-07-31,TIP,0.25,GMV
2013-08-30,TIP,0.25,GMV
2013-09-30,TIP,0.25,GMV
2013-10-31,TIP,0.25,GMV
2013-11-29,TIP,0.25,GMV
2013-12-31,TIP,0.25,GMV
2014-01-31,TIP,0.25,GMV
2014-02-28,TIP,0.25,GMV
2014-03-31,TIP,0.25,GMV
2014-04-30,TIP,0.25,GMV
2014-05-30,TIP,0.25,GMV
2014-06-30,TIP,0.25,GMV
2014-07-31,TIP,0.25,GMV
2014-08-29,TIP,0.25,GMV
2014-09-30,TIP,0.24999999999999997,GMV
2014-10-31,TIP,0.25,GMV
2014-11-28,TIP,0.25,GMV
2014-12-31,TIP,0.24999999999999994,GMV
2015-01-30,TIP,0.25000000000000006,GMV
2015-02-27,TIP,0.25,GMV
2015-03-31,TIP,0.25,GMV
2015-04-30,TIP,0.25,GMV
2015-05-29,TIP,0.25,GMV
2015-06-30,TIP,0.25,GMV
2015-07-31,TIP,0.25,GMV
2015-08-31,TIP,0.25,GMV
2015-09-30,TIP,0.25,GMV
2015-10-30,TIP,0.25,GMV
2015-11-30,TIP,0.25,GMV
2015-12-31,TIP,0.25,GMV
2016-01-29,TIP,0.25,GMV
2016-02-29,TIP,0.25,GMV
2016-03-31,TIP,0.25,GMV
2016-04-29,TIP,0.25,GMV
2016-05-31,TIP,0.25,GMV
2016-06-30,TIP,0.25000000000000006,GMV
2016-07-29,TIP,0.25,GMV
2016-08-31,TIP,0.25,GMV
2016-09-30,TIP,0.24999999999999997,GMV
2016-10-31,TIP,0.25,GMV
2016-11-30,TIP,0.25,GMV
2016-12-30,TIP,0.24974422698425,GMV
2017-01-31,TIP,0.25,GMV
2017-02-28,TIP,0.24758632758412616,GMV
2017-03-31,TIP,0.2480624381574482,GMV
2017-04-28,TIP,0.24729568621286604,GMV
2017-05-31,TIP,0.24612216441299406,GMV
2017-06-30,TIP,0.24479643712684931,GMV
2017-07-31,TIP,0.24345045128229637,GMV
2017-08-31,TIP,0.24382291894589617,GMV
2017-09-29,TIP,0.24223852515071034,GMV
2017-10-31,TIP,0.24102875601813015,GMV
2017-11-30,TIP,0.23974255068045972,GMV
2017-12-29,TIP,0.23963250694881275,GMV
2018-01-31,TIP,0.2366960916500677,GMV
2018-02-28,TIP,0.25,GMV
2018-03-29,TIP,0.25,GMV
2018-04-30,TIP,0.25,GMV
2018-05-31,TIP,0.24816130771316,GMV
2018-06-29,TIP,0.24952378822766563,GMV
2018-07-31,TIP,0.24647260139017657,GMV
2018-08-31,TIP,0.24532567089468463,GMV
2018-09-28,TIP,0.24999999999999997,GMV
2018-10-31,TIP,0.25000000000000006,GMV
2018-11-30,TIP,0.25,GMV
2018-12-31,TIP,0.25,GMV
2019-01-31,TIP,0.25,GMV
2019-02-28,TIP,0.25,GMV
2019-03-29,TIP,0.25,GMV
2019-04-30,TIP,0.25,GMV
2019-05-31,TIP,0.25000000000000006,GMV
2019-06-28,TIP,0.25,GMV
2019-07-31,TIP,0.25,GMV
2019-08-30,TIP,0.25,GMV
2019-09-30,TIP,0.25,GMV
2019-10-31,TIP,0.25,GMV
2019-11-29,TIP,0.25,GMV
2019-12-31,TIP,0.25,GMV
2020-01-31,TIP,0.25,GMV
2020-02-28,TIP,0.25000000000000006,GMV
2020-03-31,TIP,0.25,GMV
2020-04-30,TIP,0.25,GMV
2020-05-29,TIP,0.25,GMV
2020-06-30,TIP,0.25,GMV
2020-07-31,TIP,0.25,GMV
2020-08-31,TIP,0.25,GMV
2020-09-30,TIP,0.25,GMV
2020-10-30,TIP,0.25000000000000006,GMV
2020-11-30,TIP,0.24999999999999997,GMV
2020-12-31,TIP,0.25,GMV
2021-01-29,TIP,0.25,GMV
2021-02-26,TIP,0.25,GMV
2021-03-31,TIP,0.25,GMV
2021-04-30,TIP,0.25,GMV
2021-05-28,TIP,0.25,GMV
2021-06-30,TIP,0.25,GMV
2021-07-30,TIP,0.25,GMV
2021-08-31,TIP,0.25,GMV
2021-09-30,TIP,0.25,GMV
2021-10-29,TIP,0.25,GMV
2021-11-30,TIP,0.25,GMV
2021-12-31,TIP,0.25,GMV
2022-01-31,TIP,0.25,GMV
2022-02-28,TIP,0.25,GMV
2022-03-31,TIP,0.25000000000000006,GMV
2022-04-29,TIP,0.25,GMV
2022-05-31,TIP,0.25,GMV
2022-06-30,TIP,0.25,GMV
2022-07-29,TIP,0.25,GMV
2022-08-31,TIP,0.25000000000000006,GMV
2022-09-30,TIP,0.25,GMV
2022-10-31,TIP,0.24999999999999997,GMV
2022-11-30,TIP,0.25000000000000006,GMV
2022-12-30,TIP,0.25,GMV
2023-01-31,TIP,0.25,GMV
2023-02-28,TIP,0.25,GMV
2023-03-31,TIP,0.25,GMV
2023-04-28,TIP,0.25,GMV
2023-05-31,TIP,0.25,GMV
2023-06-30,TIP,0.25,GMV
2023-07-31,TIP,0.25,GMV
2023-08-31,TIP,0.25,GMV
2023-09-29,TIP,0.25,GMV
2023-10-31,TIP,0.25,GMV
2023-11-30,TIP,0.25,GMV
2023-12-29,TIP,0.25,GMV
2024-01-31,TIP,0.25,GMV
2024-02-29,TIP,0.25,GMV
2024-03-28,TIP,0.25,GMV
2024-04-30,TIP,0.25,GMV
2024-05-31,TIP,0.25,GMV
2024-06-28,TIP,0.25,GMV
2024-07-31,TIP,0.25000000000000006,GMV
2024-08-30,TIP,0.25,GMV
2024-09-30,TIP,0.25,GMV
2024-10-31,TIP,0.25,GMV
2024-11-29,TIP,0.25,GMV
2024-12-31,TIP,0.25,GMV
2025-01-31,TIP,0.25,GMV
2025-02-28,TIP,0.25,GMV
2025-03-31,TIP,0.25,GMV
2025-04-30,TIP,0.25,GMV
2025-05-30,TIP,0.25,GMV
2025-06-30,TIP,0.25,GMV
2025-07-31,TIP,0.25,GMV
2025-08-29,TIP,0.24999999999999994,GMV
2025-09-30,TIP,0.25,GMV
2025-10-31,TIP,0.25,GMV
2025-11-28,TIP,0.25,GMV
2013-01-31,TLT,0.08575178417496358,GMV
2013-02-28,TLT,0.08694445656402923,GMV
2013-03-28,TLT,0.08576463895226692,GMV
2013-04-30,TLT,0.08892137795982871,GMV
2013-05-31,TLT,0.08538793186538862,GMV
2013-06-28,TLT,0.08790590457798068,GMV
2013-07-31,TLT,0.08339075021684401,GMV
2013-08-30,TLT,0.08213699467047014,GMV
2013-09-30,TLT,0.0823554675095703,GMV
2013-10-31,TLT,0.03884902709076353,GMV
2013-11-29,TLT,0.03648550590458594,GMV
2013-12-31,TLT,0.033663936718658034,GMV
2014-01-31,TLT,0.02190666120116504,GMV
2014-02-28,TLT,0.020505035321601597,GMV
2014-03-31,TLT,0.020318374618585915,GMV
2014-04-30,TLT,0.020518527382606292,GMV
2014-05-30,TLT,0.012258933201537505,GMV
2014-06-30,TLT,0.011870367249852892,GMV
2014-07-31,TLT,0.013106129582359904,GMV
2014-08-29,TLT,0.013616051277151748,GMV
2014-09-30,TLT,0.014233468417310964,GMV
2014-10-31,TLT,0.014653856685310215,GMV
2014-11-28,TLT,0.015182828839038867,GMV
2014-12-31,TLT,0.016396799822538485,GMV
2015-01-30,TLT,0.019647129112823392,GMV
2015-02-27,TLT,0.015810203122635227,GMV
2015-03-31,TLT,0.016875324406637002,GMV
2015-04-30,TLT,0.015699586357299553,GMV
2015-05-29,TLT,0.012352068686177442,GMV
2015-06-30,TLT,0.011444091438433559,GMV
2015-07-31,TLT,1.4094628242311558e-18,GMV
2015-08-31,TLT,0.0016765120016307019,GMV
2015-09-30,TLT,0.0030755560613777407,GMV
2015-10-30,TLT,0.0013801710733783914,GMV
2015-11-30,TLT,0.0017575812162015912,GMV
2015-12-31,TLT,0.0024744983570409787,GMV
2016-01-29,TLT,0.005660872582106162,GMV
2016-02-29,TLT,0.006112279214830393,GMV
2016-03-31,TLT,0.005459223306452817,GMV
2016-04-29,TLT,0.004978535125005209,GMV
2016-05-31,TLT,0.004521359222858703,GMV
2016-06-30,TLT,0.0052346999869385645,GMV
2016-07-29,TLT,0.005216413054970908,GMV
2016-08-31,TLT,0.005060893670315885,GMV
2016-09-30,TLT,0.0050513187008403215,GMV
2016-10-31,TLT,0.004147914576659396,GMV
2016-11-30,TLT,3.563609576567093e-18,GMV
2016-12-30,TLT,0.0,GMV
2017-01-31,TLT,0.0,GMV
2017-02-28,TLT,0.0,GMV
2017-03-31,TLT,0.0,GMV
2017-04-28,TLT,0.0,GMV
2017-05-31,TLT,0.0,GMV
2017-06-30,TLT,0.0,GMV
2017-07-31,TLT,0.0,GMV
2017-08-31,TLT,0.0,GMV
2017-09-29,TLT,0.0,GMV
2017-10-31,TLT,0.0,GMV
2017-11-30,TLT,0.0,GMV
2017-12-29,TLT,0.0,GMV
2018-01-31,TLT,0.0,GMV
2018-02-28,TLT,2.3063339340567066e-20,GMV
