date,asset,ctr,strategy
2023-01-31,DBC,0.10240248057527954,EW
2023-02-28,DBC,0.10258267433175279,EW
2023-03-31,DBC,0.10277567159620754,EW
2023-04-28,DBC,0.10272902434221172,EW
2023-05-31,DBC,0.10337002797370194,EW
2023-06-30,DBC,0.10328497248521704,EW
2023-07-31,DBC,0.10221076506175183,EW
2023-08-31,DBC,0.1014544855715833,EW
2023-09-29,DBC,0.10096532661061651,EW
2023-10-31,DBC,0.09959084810715478,EW
2023-11-30,DBC,0.09805396852093987,EW
2023-12-29,DBC,0.09729600498519929,EW
2024-01-31,DBC,0.09645463346108038,EW
2024-02-29,DBC,0.09558002571874748,EW
2024-03-28,DBC,0.09520140178318398,EW
2024-04-30,DBC,0.09437980083327586,EW
2024-05-31,DBC,0.09387227429619348,EW
2024-06-28,DBC,0.09366406326240506,EW
2024-07-31,DBC,0.09339232500047132,EW
2024-08-30,DBC,0.09355363098590835,EW
2024-09-30,DBC,0.09352803779779559,EW
2024-10-31,DBC,0.09349027608104742,EW
2024-11-29,DBC,0.0938916842374743,EW
2024-12-31,DBC,0.09334489135975392,EW
2025-01-31,DBC,0.09254017551791685,EW
2025-02-28,DBC,0.09206832319838616,EW
2025-03-31,DBC,0.09158016051290678,EW
2025-04-30,DBC,0.09566795547465623,EW
2025-05-30,DBC,0.09415134745719461,EW
2025-06-30,DBC,0.09315896502409149,EW
2025-07-31,DBC,0.09167325874765177,EW
2025-08-29,DBC,0.09067470426069034,EW
2025-09-30,DBC,0.08947147108283911,EW
2025-10-31,DBC,0.08986690253036365,EW
2025-11-28,DBC,0.08927069874724236,EW
2013-01-31,EEM,0.2532329947646578,EW
2013-02-28,EEM,0.2529693475129381,EW
2013-03-28,EEM,0.25166324694304504,EW
2013-04-30,EEM,0.2511209779495314,EW
2013-05-31,EEM,0.2510618145596859,EW
2013-06-28,EEM,0.25014750618427617,EW
2013-07-31,EEM,0.24974393758729838,EW
2013-08-30,EEM,0.24905733258206283,EW
2013-09-30,EEM,0.244636093545803,EW
2013-10-31,EEM,0.22949550380233663,EW
2013-11-29,EEM,0.21898763039032346,EW
2013-12-31,EEM,0.220193392622591,EW
2014-01-31,EEM,0.22056573650017886,EW
2014-02-28,EEM,0.22081535379832512,EW
2014-03-31,EEM,0.22390738873171603,EW
2014-04-30,EEM,0.22652012087727744,EW
2014-05-30,EEM,0.22767020596281157,EW
2014-06-30,EEM,0.2287910683214671,EW
2014-07-31,EEM,0.22867142230006143,EW
2014-08-29,EEM,0.22915998851084668,EW
2014-09-30,EEM,0.2302302198834797,EW
2014-10-31,EEM,0.23123259156376957,EW
2014-11-28,EEM,0.2306382247393302,EW
2014-12-31,EEM,0.23073760461404205,EW
2015-01-30,EEM,0.23079409651380586,EW
2015-02-27,EEM,0.23052933202145648,EW
2015-03-31,EEM,0.22870654234151164,EW
2015-04-30,EEM,0.2275975802774357,EW
2015-05-29,EEM,0.22399772235667445,EW
2015-06-30,EEM,0.22176800564963564,EW
2015-07-31,EEM,0.22358493390905368,EW
2015-08-31,EEM,0.2247936852764239,EW
2015-09-30,EEM,0.22584776779905816,EW
2015-10-30,EEM,0.22838221691362362,EW
2015-11-30,EEM,0.23110166531505372,EW
2015-12-31,EEM,0.23082152750669938,EW
2016-01-29,EEM,0.23281903598594392,EW
2016-02-29,EEM,0.23283686278875268,EW
2016-03-31,EEM,0.23349729031534,EW
2016-04-29,EEM,0.23359054375114668,EW
2016-05-31,EEM,0.23459635757108852,EW
2016-06-30,EEM,0.23648910288719172,EW
2016-07-29,EEM,0.23655766036521791,EW
2016-08-31,EEM,0.23327860782203574,EW
2016-09-30,EEM,0.23041828753902266,EW
2016-10-31,EEM,0.22680411725136332,EW
2016-11-30,EEM,0.2241629454676538,EW
2016-12-30,EEM,0.22044173556941019,EW
2017-01-31,EEM,0.21920621187802428,EW
2017-02-28,EEM,0.21823005556154196,EW
2017-03-31,EEM,0.2174324172096425,EW
2017-04-28,EEM,0.2169386834587156,EW
2017-05-31,EEM,0.2159327203024265,EW
2017-06-30,EEM,0.2140573178700566,EW
2017-07-31,EEM,0.21305999958298102,EW
2017-08-31,EEM,0.21267574840373235,EW
2017-09-29,EEM,0.21086433978550193,EW
2017-10-31,EEM,0.21045039500293763,EW
2017-11-30,EEM,0.21074863365469065,EW
2017-12-29,EEM,0.21057393577982256,EW
2018-01-31,EEM,0.2107422652047964,EW
2018-02-28,EEM,0.21302261478965875,EW
2018-03-29,EEM,0.21449601545952837,EW
2018-04-30,EEM,0.21644178463479896,EW
2018-05-31,EEM,0.21748370447993548,EW
2018-06-29,EEM,0.21972933424228855,EW
2018-07-31,EEM,0.2207164236121833,EW
2018-08-31,EEM,0.22280202509562097,EW
2018-09-28,EEM,0.224811328594934,EW
2018-10-31,EEM,0.2282021491755307,EW
2018-11-30,EEM,0.23045102593563477,EW
2018-12-31,EEM,0.22935198485499375,EW
2019-01-31,EEM,0.22946548865235478,EW
2019-02-28,EEM,0.2286211031397583,EW
2019-03-29,EEM,0.22892564694904344,EW
2019-04-30,EEM,0.2283713424378034,EW
2019-05-31,EEM,0.22879708346552308,EW
2019-06-28,EEM,0.2284067809455278,EW
2019-07-31,EEM,0.2271784713570928,EW
2019-08-30,EEM,0.2285877276234957,EW
2019-09-30,EEM,0.2264253971002333,EW
2019-10-31,EEM,0.22586526377926436,EW
2019-11-29,EEM,0.22498576412936758,EW
2019-12-31,EEM,0.22470012715571336,EW
2020-01-31,EEM,0.22524217685813444,EW
2020-02-28,EEM,0.2253751758729024,EW
2020-03-31,EEM,0.21420181192858437,EW
2020-04-30,EEM,0.2113139435729336,EW
2020-05-29,EEM,0.2116623160827052,EW
2020-06-30,EEM,0.21185464353928385,EW
2020-07-31,EEM,0.21129357838489873,EW
2020-08-31,EEM,0.20925170359812714,EW
2020-09-30,EEM,0.20707453548082355,EW
2020-10-30,EEM,0.20544209938999197,EW
2020-11-30,EEM,0.20497982805115353,EW
2020-12-31,EEM,0.20571461440894942,EW
2021-01-29,EEM,0.20476636180067573,EW
2021-02-26,EEM,0.20324894908401214,EW
2021-03-31,EEM,0.20318437584577503,EW
2021-04-30,EEM,0.20215596455811263,EW
2021-05-28,EEM,0.20156042629690823,EW
2021-06-30,EEM,0.19974248034942144,EW
2021-07-30,EEM,0.1997724132955478,EW
2021-08-31,EEM,0.19988807994005248,EW
2021-09-30,EEM,0.19905195416628585,EW
2021-10-29,EEM,0.19855510107110405,EW
2021-11-30,EEM,0.19699292769188614,EW
2021-12-31,EEM,0.19619890295323356,EW
2022-01-31,EEM,0.1960837969156145,EW
2022-02-28,EEM,0.19588172318479663,EW
2022-03-31,EEM,0.19682223898831372,EW
2022-04-29,EEM,0.1961691013138198,EW
2022-05-31,EEM,0.1940419598763372,EW
2022-06-30,EEM,0.19087491214724667,EW
2022-07-29,EEM,0.18909120818243386,EW
2022-08-31,EEM,0.18728059932257346,EW
2022-09-30,EEM,0.18403117792039952,EW
2022-10-31,EEM,0.1821594085308957,EW
2022-11-30,EEM,0.17968616494655731,EW
2022-12-30,EEM,0.17784897342011607,EW
2023-01-31,EEM,0.17709913526205473,EW
2023-02-28,EEM,0.17467433967497073,EW
2023-03-31,EEM,0.17311082244368445,EW
2023-04-28,EEM,0.17238952235852675,EW
2023-05-31,EEM,0.17175465768226353,EW
2023-06-30,EEM,0.17153123153770092,EW
2023-07-31,EEM,0.17104058505928832,EW
2023-08-31,EEM,0.16981020143329595,EW
2023-09-29,EEM,0.1691779464146126,EW
2023-10-31,EEM,0.16678980591748166,EW
2023-11-30,EEM,0.16492696451492211,EW
2023-12-29,EEM,0.16360417854830583,EW
2024-01-31,EEM,0.16299067108447107,EW
2024-02-29,EEM,0.16247663888316627,EW
2024-03-28,EEM,0.16189892426232624,EW
2024-04-30,EEM,0.16174192894206924,EW
2024-05-31,EEM,0.16073726165677146,EW
2024-06-28,EEM,0.16029934765171885,EW
2024-07-31,EEM,0.16040777413516327,EW
2024-08-30,EEM,0.1600530880641947,EW
2024-09-30,EEM,0.16141808591860232,EW
2024-10-31,EEM,0.1614747463203018,EW
2024-11-29,EEM,0.16152102071565083,EW
2024-12-31,EEM,0.16119350416842707,EW
2025-01-31,EEM,0.1608891675787135,EW
2025-02-28,EEM,0.16011460371913697,EW
2025-03-31,EEM,0.1505457858053503,EW
2025-04-30,EEM,0.1498614616508114,EW
2025-05-30,EEM,0.1482962937109369,EW
2025-06-30,EEM,0.14644997388291664,EW
2025-07-31,EEM,0.14517196621369727,EW
2025-08-29,EEM,0.14531617711979614,EW
2025-09-30,EEM,0.14484287467382723,EW
2025-10-31,EEM,0.14564788671292433,EW
2025-11-28,EEM,0.14539380060918353,EW
2013-01-31,GLD,0.04753132189776029,EW
2013-02-28,GLD,0.04781685437917879,EW
2013-03-28,GLD,0.047429137163941384,EW
2013-04-30,GLD,0.04923599187615989,EW
2013-05-31,GLD,0.04884716748775523,EW
2013-06-28,GLD,0.04952744966280586,EW
2013-07-31,GLD,0.05082666137809653,EW
2013-08-30,GLD,0.051011943318143564,EW
2013-09-30,GLD,0.05357432370059929,EW
2013-10-31,GLD,0.06712840718988315,EW
2013-11-29,GLD,0.06688356808105327,EW
2013-12-31,GLD,0.06732573032963396,EW
2014-01-31,GLD,0.06929782789508428,EW
2014-02-28,GLD,0.07612112267219992,EW
2014-03-31,GLD,0.08501222238972263,EW
2014-04-30,GLD,0.0924322194168052,EW
2014-05-30,GLD,0.09744482467304774,EW
2014-06-30,GLD,0.09806877277948756,EW
2014-07-31,GLD,0.09873802375555255,EW
2014-08-29,GLD,0.09929334334079176,EW
2014-09-30,GLD,0.1001664267003055,EW
2014-10-31,GLD,0.10042322720158392,EW
2014-11-28,GLD,0.10186360009509197,EW
2014-12-31,GLD,0.10092397434534219,EW
2015-01-30,GLD,0.10042427737686374,EW
2015-02-27,GLD,0.09851283983028826,EW
2015-03-31,GLD,0.09776516909529394,EW
2015-04-30,GLD,0.09863706650798645,EW
2015-05-29,GLD,0.10455751094578829,EW
2015-06-30,GLD,0.10865151209395849,EW
2015-07-31,GLD,0.10957672177265357,EW
2015-08-31,GLD,0.10796604381443743,EW
2015-09-30,GLD,0.1079024016326121,EW
2015-10-30,GLD,0.10596775101977009,EW
2015-11-30,GLD,0.10450810739838298,EW
2015-12-31,GLD,0.10474377626299239,EW
2016-01-29,GLD,0.10090409900602028,EW
2016-02-29,GLD,0.0998163199487523,EW
2016-03-31,GLD,0.10061545631256077,EW
2016-04-29,GLD,0.10077426086009737,EW
2016-05-31,GLD,0.09976517583450206,EW
2016-06-30,GLD,0.09767726502501056,EW
2016-07-29,GLD,0.09934190127766869,EW
2016-08-31,GLD,0.11281923993721975,EW
2016-09-30,GLD,0.11196237013953461,EW
2016-10-31,GLD,0.11425145807889313,EW
2016-11-30,GLD,0.11395887919393821,EW
2016-12-30,GLD,0.11291907401367841,EW
2017-01-31,GLD,0.11148351803670245,EW
2017-02-28,GLD,0.11196656092608713,EW
2017-03-31,GLD,0.10965502001129092,EW
2017-04-28,GLD,0.10975629818583063,EW
2017-05-31,GLD,0.1103509965679613,EW
2017-06-30,GLD,0.11187954554983288,EW
2017-07-31,GLD,0.11078486680786145,EW
2017-08-31,GLD,0.11022388564228938,EW
2017-09-29,GLD,0.10949659625338012,EW
2017-10-31,GLD,0.10887712920514202,EW
2017-11-30,GLD,0.10849380829947258,EW
2017-12-29,GLD,0.10870707615014423,EW
2018-01-31,GLD,0.10822823643338636,EW
2018-02-28,GLD,0.10491172584434985,EW
2018-03-29,GLD,0.10471612770260012,EW
2018-04-30,GLD,0.09586444289693856,EW
2018-05-31,GLD,0.09502368418623186,EW
2018-06-29,GLD,0.0935110775897889,EW
2018-07-31,GLD,0.0905980463261498,EW
2018-08-31,GLD,0.09186882775587896,EW
2018-09-28,GLD,0.08711431674171947,EW
2018-10-31,GLD,0.08337354861155402,EW
2018-11-30,GLD,0.08155305458404905,EW
2018-12-31,GLD,0.07652056737686884,EW
2019-01-31,GLD,0.07597123397324701,EW
2019-02-28,GLD,0.07636779114178674,EW
2019-03-29,GLD,0.0758552309073434,EW
2019-04-30,GLD,0.07608574922273144,EW
2019-05-31,GLD,0.07502302010120183,EW
2019-06-28,GLD,0.07554095204579589,EW
2019-07-31,GLD,0.07694631660334549,EW
2019-08-30,GLD,0.07578153221882884,EW
2019-09-30,GLD,0.07637505141935166,EW
2019-10-31,GLD,0.07626681337204931,EW
2019-11-29,GLD,0.07475786612000865,EW
2019-12-31,GLD,0.07229307538698897,EW
2020-01-31,GLD,0.07112661187957034,EW
2020-02-28,GLD,0.06853455507950634,EW
2020-03-31,GLD,0.05518448493001878,EW
2020-04-30,GLD,0.05482389723062317,EW
2020-05-29,GLD,0.05337327039209653,EW
2020-06-30,GLD,0.051377980901265725,EW
2020-07-31,GLD,0.0519437802047621,EW
2020-08-31,GLD,0.056304777852019205,EW
2020-09-30,GLD,0.05710024322728818,EW
2020-10-30,GLD,0.05770637795956677,EW
2020-11-30,GLD,0.05720306889848786,EW
2020-12-31,GLD,0.05725467029514208,EW
2021-01-29,GLD,0.05946577543676112,EW
2021-02-26,GLD,0.06084406771039563,EW
2021-03-31,GLD,0.06082890848741308,EW
2021-04-30,GLD,0.06149542889570631,EW
2021-05-28,GLD,0.06162937790750509,EW
2021-06-30,GLD,0.06384066582416509,EW
2021-07-30,GLD,0.06398968413925063,EW
2021-08-31,GLD,0.06502141104773579,EW
2021-09-30,GLD,0.06521337583539921,EW
2021-10-29,GLD,0.0645459632030773,EW
2021-11-30,GLD,0.06474031507614075,EW
2021-12-31,GLD,0.06417764632744663,EW
2022-01-31,GLD,0.06383520228928026,EW
2022-02-28,GLD,0.06288919520428692,EW
2022-03-31,GLD,0.06232051757035662,EW
2022-04-29,GLD,0.061723364474064076,EW
2022-05-31,GLD,0.060508123517608384,EW
2022-06-30,GLD,0.06042157907562226,EW
2022-07-29,GLD,0.061158827487100255,EW
2022-08-31,GLD,0.06163427805842907,EW
2022-09-30,GLD,0.0618556299552285,EW
2022-10-31,GLD,0.06254020863272412,EW
2022-11-30,GLD,0.06383804561964365,EW
2022-12-30,GLD,0.06415087675166257,EW
2023-01-31,GLD,0.06426770097763677,EW
2023-02-28,GLD,0.0650100894121121,EW
2023-03-31,GLD,0.06562601462910536,EW
2023-04-28,GLD,0.06614708859081772,EW
2023-05-31,GLD,0.06590253398078057,EW
2023-06-30,GLD,0.06592292244253671,EW
2023-07-31,GLD,0.06596718464962244,EW
2023-08-31,GLD,0.06539114867488062,EW
2023-09-29,GLD,0.06534845251417198,EW
2023-10-31,GLD,0.06624023482913995,EW
2023-11-30,GLD,0.06564804917903569,EW
2023-12-29,GLD,0.06746869767298848,EW
2024-01-31,GLD,0.06794855002679168,EW
2024-02-29,GLD,0.06793872378828206,EW
2024-03-28,GLD,0.06822017168564898,EW
2024-04-30,GLD,0.06792315026675474,EW
2024-05-31,GLD,0.06906961934739307,EW
2024-06-28,GLD,0.06960487998455837,EW
2024-07-31,GLD,0.0696697123650361,EW
2024-08-30,GLD,0.07078960015373527,EW
2024-09-30,GLD,0.07081290738570067,EW
2024-10-31,GLD,0.07114693088314375,EW
2024-11-29,GLD,0.07196251820565551,EW
2024-12-31,GLD,0.07244126961027307,EW
2025-01-31,GLD,0.07264006185887686,EW
2025-02-28,GLD,0.07328161657734644,EW
2025-03-31,GLD,0.08314481092042462,EW
2025-04-30,GLD,0.08430181744314419,EW
2025-05-30,GLD,0.08632670238196231,EW
2025-06-30,GLD,0.08917140811129849,EW
2025-07-31,GLD,0.09001574949930134,EW
2025-08-29,GLD,0.0876551473164996,EW
2025-09-30,GLD,0.0879316703069369,EW
2025-10-31,GLD,0.08998387134732574,EW
2025-11-28,GLD,0.09122070182238763,EW
2013-01-31,IEF,-0.012343290556952657,EW
2013-02-28,IEF,-0.01238307078630332,EW
2013-03-28,IEF,-0.011810421002062836,EW
2013-04-30,IEF,-0.01172932633730692,EW
2013-05-31,IEF,-0.01173274620386465,EW
2013-06-28,IEF,-0.011098558035526751,EW
2013-07-31,IEF,-0.010445179259316165,EW
2013-08-30,IEF,-0.010016021754796078,EW
2013-09-30,IEF,-0.008445432833567804,EW
2013-10-31,IEF,-0.007925839179147182,EW
2013-11-29,IEF,-0.005938740776212894,EW
2013-12-31,IEF,-0.006313532678319193,EW
2014-01-31,IEF,-0.0057375430446479705,EW
2014-02-28,IEF,-0.0059648892284576175,EW
2014-03-31,IEF,-0.007281628014121544,EW
2014-04-30,IEF,-0.006500224745323262,EW
2014-05-30,IEF,-0.007112107271608262,EW
2014-06-30,IEF,-0.007752561643482641,EW
2014-07-31,IEF,-0.007116429165423604,EW
2014-08-29,IEF,-0.0068263137628766955,EW
2014-09-30,IEF,-0.006557505580381654,EW
2014-10-31,IEF,-0.006508549252328615,EW
2014-11-28,IEF,-0.005983440629680154,EW
2014-12-31,IEF,-0.005763725527669998,EW
2015-01-30,IEF,-0.0056477556641210125,EW
2015-02-27,IEF,-0.004472636313378569,EW
2015-03-31,IEF,-0.003173999906301189,EW
2015-04-30,IEF,-0.002304444180027617,EW
2015-05-29,IEF,0.0006853552637382211,EW
2015-06-30,IEF,0.0028956719310135486,EW
2015-07-31,IEF,0.0036584831128082607,EW
2015-08-31,IEF,0.003657585130053569,EW
2015-09-30,IEF,0.003285139246681942,EW
2015-10-30,IEF,0.0029998353806007408,EW
2015-11-30,IEF,0.0019937398326659926,EW
2015-12-31,IEF,0.0012974968697953679,EW
2016-01-29,IEF,0.00016613819821856274,EW
2016-02-29,IEF,0.0003598290303676635,EW
2016-03-31,IEF,0.0008960988745106528,EW
2016-04-29,IEF,0.0008196133640268659,EW
2016-05-31,IEF,0.0014001650060617892,EW
2016-06-30,IEF,0.001531249758179624,EW
2016-07-29,IEF,0.0017399347413883399,EW
2016-08-31,IEF,0.004396126229310817,EW
2016-09-30,IEF,0.0068197466336131956,EW
2016-10-31,IEF,0.009836333277156118,EW
2016-11-30,IEF,0.01464520370863155,EW
2016-12-30,IEF,0.017836026243898385,EW
2017-01-31,IEF,0.018956224177924065,EW
2017-02-28,IEF,0.019467590745553074,EW
2017-03-31,IEF,0.020234782837102592,EW
2017-04-28,IEF,0.020996474089652342,EW
2017-05-31,IEF,0.021883432758270836,EW
2017-06-30,IEF,0.023525361203839135,EW
2017-07-31,IEF,0.02507951730646557,EW
2017-08-31,IEF,0.02551786820343312,EW
2017-09-29,IEF,0.026061735091525613,EW
2017-10-31,IEF,0.026831817600375268,EW
2017-11-30,IEF,0.027534991173186023,EW
2017-12-29,IEF,0.02759586628451176,EW
2018-01-31,IEF,0.02781326106848985,EW
2018-02-28,IEF,0.026999592692636826,EW
2018-03-29,IEF,0.02629787252259875,EW
2018-04-30,IEF,0.027278625880377688,EW
2018-05-31,IEF,0.026926798312243094,EW
2018-06-29,IEF,0.025950353493053382,EW
2018-07-31,IEF,0.02407639422573974,EW
2018-08-31,IEF,0.022744645937936164,EW
2018-09-28,IEF,0.02162115604075234,EW
2018-10-31,IEF,0.020686046462740013,EW
2018-11-30,IEF,0.019415288592699618,EW
2018-12-31,IEF,0.01791221322744029,EW
2019-01-31,IEF,0.017067932871466532,EW
2019-02-28,IEF,0.017615254190613574,EW
2019-03-29,IEF,0.01718401260803549,EW
2019-04-30,IEF,0.017428465601711633,EW
2019-05-31,IEF,0.016890252763256355,EW
2019-06-28,IEF,0.01695232799324782,EW
2019-07-31,IEF,0.01729665692989842,EW
2019-08-30,IEF,0.016324381013207725,EW
2019-09-30,IEF,0.016919005473589682,EW
2019-10-31,IEF,0.017251474685037498,EW
2019-11-29,IEF,0.017314511592365706,EW
2019-12-31,IEF,0.017927261816548707,EW
2020-01-31,IEF,0.01821891178844005,EW
2020-02-28,IEF,0.015932314205185174,EW
2020-03-31,IEF,0.0051352254854064045,EW
2020-04-30,IEF,0.003403218556052492,EW
2020-05-29,IEF,0.00231187016248131,EW
2020-06-30,IEF,0.0012895045622361597,EW
2020-07-31,IEF,0.0015268212399494661,EW
2020-08-31,IEF,0.002103521458002565,EW
2020-09-30,IEF,0.002482865219787267,EW
2020-10-30,IEF,0.0023251166364692826,EW
2020-11-30,IEF,0.002239435457513354,EW
2020-12-31,IEF,0.0020331484233551936,EW
2021-01-29,IEF,0.0026211029618649676,EW
2021-02-26,IEF,0.003492689795269135,EW
2021-03-31,IEF,0.003913488214767666,EW
2021-04-30,IEF,0.004330599628269617,EW
2021-05-28,IEF,0.0046913309588310645,EW
2021-06-30,IEF,0.005260449497392796,EW
2021-07-30,IEF,0.004978543979087629,EW
2021-08-31,IEF,0.004893541515497025,EW
2021-09-30,IEF,0.00467316750154309,EW
2021-10-29,IEF,0.0046579182900737945,EW
2021-11-30,IEF,0.003972772386629082,EW
2021-12-31,IEF,0.003023195485067109,EW
2022-01-31,IEF,0.0031862013462511853,EW
2022-02-28,IEF,0.003642368535275578,EW
2022-03-31,IEF,0.004355561765190504,EW
2022-04-29,IEF,0.004943067140131029,EW
2022-05-31,IEF,0.005233925616146114,EW
2022-06-30,IEF,0.0071887033151126056,EW
2022-07-29,IEF,0.0074513890152142605,EW
2022-08-31,IEF,0.008691656952719798,EW
2022-09-30,IEF,0.011031920082059974,EW
2022-10-31,IEF,0.012428903410169211,EW
2022-11-30,IEF,0.013811952510988348,EW
2022-12-30,IEF,0.014676748854085802,EW
2023-01-31,IEF,0.01547762977892012,EW
2023-02-28,IEF,0.016655786401676146,EW
2023-03-31,IEF,0.017233047557013347,EW
2023-04-28,IEF,0.017423388172711312,EW
2023-05-31,IEF,0.01769418963484383,EW
2023-06-30,IEF,0.018103211776149097,EW
2023-07-31,IEF,0.018969671342427472,EW
2023-08-31,IEF,0.019736889952653096,EW
2023-09-29,IEF,0.020009724542727356,EW
2023-10-31,IEF,0.021182494865751956,EW
2023-11-30,IEF,0.022390750116627427,EW
2023-12-29,IEF,0.023603767456113332,EW
2024-01-31,IEF,0.024199281845053308,EW
2024-02-29,IEF,0.02471818904546605,EW
2024-03-28,IEF,0.024876254189904967,EW
2024-04-30,IEF,0.025205333215312743,EW
2024-05-31,IEF,0.02576573623826829,EW
2024-06-28,IEF,0.026061924829952048,EW
2024-07-31,IEF,0.02621199041140896,EW
2024-08-30,IEF,0.026527648454981564,EW
