date,asset,ctb,strategy
2017-09-29,VNQ,0.626705169675613,ERC
2017-10-31,VNQ,0.6287880305982042,ERC
2017-11-30,VNQ,0.6299863498007693,ERC
2017-12-29,VNQ,0.6315366211503665,ERC
2018-01-31,VNQ,0.6312825634696392,ERC
2018-02-28,VNQ,0.6351049553670503,ERC
2018-03-29,VNQ,0.6324762139705336,ERC
2018-04-30,VNQ,0.6303539078599645,ERC
2018-05-31,VNQ,0.6324683170121074,ERC
2018-06-29,VNQ,0.6161884469271173,ERC
2018-07-31,VNQ,0.6128813149685473,ERC
2018-08-31,VNQ,0.6078028648733615,ERC
2018-09-28,VNQ,0.5985742877945365,ERC
2018-10-31,VNQ,0.5898696867722963,ERC
2018-11-30,VNQ,0.5863317983504807,ERC
2018-12-31,VNQ,0.5822260721837692,ERC
2019-01-31,VNQ,0.578813414979049,ERC
2019-02-28,VNQ,0.5795439088328217,ERC
2019-03-29,VNQ,0.5775219357636163,ERC
2019-04-30,VNQ,0.5796780988857051,ERC
2019-05-31,VNQ,0.5819623334589528,ERC
2019-06-28,VNQ,0.5810261670902647,ERC
2019-07-31,VNQ,0.5843962771793634,ERC
2019-08-30,VNQ,0.5827805093661693,ERC
2019-09-30,VNQ,0.5845828657912484,ERC
2019-10-31,VNQ,0.5853587388708387,ERC
2019-11-29,VNQ,0.5905356153419912,ERC
2019-12-31,VNQ,0.591688491047077,ERC
2020-01-31,VNQ,0.5891527008431695,ERC
2020-02-28,VNQ,0.5933977859992945,ERC
2020-03-31,VNQ,0.6019587529557954,ERC
2020-04-30,VNQ,0.6033068116918145,ERC
2020-05-29,VNQ,0.5988493236206166,ERC
2020-06-30,VNQ,0.5927237645560649,ERC
2020-07-31,VNQ,0.5935214378547314,ERC
2020-08-31,VNQ,0.5900660659211009,ERC
2020-09-30,VNQ,0.5926766579681857,ERC
2020-10-30,VNQ,0.5930507886727956,ERC
2020-11-30,VNQ,0.588507299211792,ERC
2020-12-31,VNQ,0.586497460183959,ERC
