date,strategy,obj_total,dr_term,smooth_term,l2_term,band_penalty
2024-11-29,GMV,2.2514722692432694e-05,0.08175112869981518,0.0,0.0,0.0
2024-12-31,GMV,2.2638408406398627e-05,0.08056443196086294,0.0,0.0,0.0
2025-01-31,GMV,2.2722339048087027e-05,0.080109245115907,0.0,0.0,0.0
2025-02-28,GMV,2.2702111831177064e-05,0.08441974130093022,0.0,0.0,0.0
2025-03-31,GMV,1.878865622269709e-05,0.08163273212982775,0.0,0.0,0.0
2025-04-30,GMV,1.8863616320554934e-05,0.07985027221423543,0.0,0.0,0.0
2025-05-30,GMV,1.8720873897956167e-05,0.08144001040292123,0.0,0.0,0.0
2025-06-30,GMV,1.8601987761396863e-05,0.08249148128096162,0.0,0.0,0.0
2025-07-31,GMV,1.8609527305028574e-05,0.0832386249412361,0.0,0.0,0.0
2025-08-29,GMV,1.8543518041721162e-05,0.08362292592930831,0.0,0.0,0.0
2025-09-30,GMV,1.8469626666861475e-05,0.0851255252716896,0.0,0.0,0.0
2025-10-31,GMV,1.851769887954446e-05,0.08413356307780259,0.0,0.0,0.0
2025-11-28,GMV,1.8387028997631406e-05,0.08471788600568583,0.0,0.0,0.0
2013-01-31,ERC,7.20889865694345e-13,7.20889865694345e-13,0.0,0.0,0.0
2013-02-28,ERC,1.6107371687259194e-13,1.6107371687259194e-13,0.0,0.0,0.0
2013-03-28,ERC,1.9360091480540446e-11,1.9360091480540446e-11,0.0,0.0,0.0
2013-04-30,ERC,4.776276849324867e-12,4.776276849324867e-12,0.0,0.0,0.0
2013-05-31,ERC,1.289733021396315e-13,1.289733021396315e-13,0.0,0.0,0.0
2013-06-28,ERC,3.623708672617375e-13,3.623708672617375e-13,0.0,0.0,0.0
2013-07-31,ERC,2.718155519240453e-13,2.718155519240453e-13,0.0,0.0,0.0
2013-08-30,ERC,2.0424321816594e-12,2.0424321816594e-12,0.0,0.0,0.0
2013-09-30,ERC,1.2146948182744495e-14,1.2146948182744495e-14,0.0,0.0,0.0
2013-10-31,ERC,1.1404593366627537e-11,1.1404593366627537e-11,0.0,0.0,0.0
2013-11-29,ERC,3.688687019902728e-11,3.688687019902728e-11,0.0,0.0,0.0
2013-12-31,ERC,3.366089593577623e-15,3.366089593577623e-15,0.0,0.0,0.0
2014-01-31,ERC,6.393774224294719e-11,6.393774224294719e-11,0.0,0.0,0.0
2014-02-28,ERC,4.34106466147908e-14,4.34106466147908e-14,0.0,0.0,0.0
2014-03-31,ERC,3.1976051444876597e-15,3.1976051444876597e-15,0.0,0.0,0.0
2014-04-30,ERC,5.855485573091015e-12,5.855485573091015e-12,0.0,0.0,0.0
2014-05-30,ERC,5.374353656445877e-15,5.374353656445877e-15,0.0,0.0,0.0
2014-06-30,ERC,4.699835078974895e-15,4.699835078974895e-15,0.0,0.0,0.0
2014-07-31,ERC,2.981642207057241e-15,2.981642207057241e-15,0.0,0.0,0.0
2014-08-29,ERC,1.2649948492394914e-13,1.2649948492394914e-13,0.0,0.0,0.0
2014-09-30,ERC,4.278803110292508e-15,4.278803110292508e-15,0.0,0.0,0.0
2014-10-31,ERC,4.053111625166182e-11,4.053111625166182e-11,0.0,0.0,0.0
2014-11-28,ERC,4.1759784883229695e-14,4.1759784883229695e-14,0.0,0.0,0.0
2014-12-31,ERC,2.9978056649458807e-15,2.9978056649458807e-15,0.0,0.0,0.0
2015-01-30,ERC,6.484221306732593e-11,6.484221306732593e-11,0.0,0.0,0.0
2015-02-27,ERC,5.4736956318223235e-11,5.4736956318223235e-11,0.0,0.0,0.0
2015-03-31,ERC,5.87582488159084e-13,5.87582488159084e-13,0.0,0.0,0.0
2015-04-30,ERC,4.4794296186693725e-12,4.4794296186693725e-12,0.0,0.0,0.0
2015-05-29,ERC,3.803313887661768e-15,3.803313887661768e-15,0.0,0.0,0.0
2015-06-30,ERC,1.771234545009711e-11,1.771234545009711e-11,0.0,0.0,0.0
2015-07-31,ERC,6.717402577302113e-12,6.717402577302113e-12,0.0,0.0,0.0
2015-08-31,ERC,1.3228519284857555e-12,1.3228519284857555e-12,0.0,0.0,0.0
2015-09-30,ERC,9.880070810956514e-12,9.880070810956514e-12,0.0,0.0,0.0
2015-10-30,ERC,3.9164161462376774e-14,3.9164161462376774e-14,0.0,0.0,0.0
2015-11-30,ERC,5.999636173754428e-15,5.999636173754428e-15,0.0,0.0,0.0
2015-12-31,ERC,4.046430049880229e-11,4.046430049880229e-11,0.0,0.0,0.0
2016-01-29,ERC,5.178652593057033e-15,5.178652593057033e-15,0.0,0.0,0.0
