p,delta,gamma,eta,net_sharpe_val,avg_turnover_val,active_rate_val,convergence_rate_val,valid,reasons,score
0.4,0.06539929395284541,1.0102026036602452e-10,9.313225746154785e-08,1.1301329674538638,0.013506689466117897,0.2641509433962264,1.0,True,,1.1301329674538638
0.5,0.06630590783472065,1.0102026036602452e-10,9.313225746154785e-08,1.1307784428261547,0.013484826535130036,0.2641509433962264,1.0,True,,1.1307784428261547
0.6,0.0686949400313653,1.0102026036602452e-10,9.313225746154785e-08,1.1325159901039363,0.013433190862517999,0.18867924528301888,1.0,True,,1.1325159901039363
0.7,0.07016686045995531,1.0102026036602452e-10,9.313225746154785e-08,1.1334273623847069,0.013422814161261162,0.1320754716981132,1.0,True,,1.1334273623847069
0.8,0.07163053808664124,1.0102026036602452e-10,9.313225746154785e-08,1.1338232896683234,0.013390738013724071,0.03773584905660377,1.0,False,active_rate_too_low,1.1338232896683234
