strategy,ann_return,ann_vol,sharpe,max_drawdown,turnover_mean,turnover_p95,dr_mean,db_mean,active_rate
EW,0.052717318072712,0.0860973040970878,0.6122992888751227,-0.1968400267987142,0.0108603403392507,0.0201367491853378,0.054034151605199,0.7336555109406955,0.0
GMV,0.0436558772560309,0.0595981573984064,0.7325038081999193,-0.1626132898174312,0.0096434764151133,0.0287855280396668,0.0995556406487322,0.1775768102552052,0.0
ERC,0.0418522126607507,0.0687841719949208,0.6084570250237397,-0.1889468998735501,0.0116407828714247,0.0168877723730748,1.1710132456309856e-11,0.0661934727964641,0.0
CTB_ONLY,0.0505851040155522,0.0758349708165178,0.6670419131292682,-0.1957572003654191,0.0187451307466438,0.0319383467495548,0.0880910447990074,0.016052521316416,0.0
RB_CTB_BAND,0.041889933138965,0.0687972422523045,0.6088897137088636,-0.1889029721168531,0.0118716427356312,0.0177397671503784,9.858662879785255e-06,0.0654364364259039,0.3741935483870968
